@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

CleanData,6,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,35,5,0,87.5,12.5,0,0.839228,0.047095,0.201946,18.0041,55.863728,94.770263,41.11624,53.654023,2.369257,1.027906,1.341351,78.665758,1.966644,3307.240413,1,11,0.068966,2,0.931034,27,0,0,0.846154,1,0.916667,0.88758,0.965517,0.846154,0.875,0.035235,0.964765,0.125,0.899359,0.875,0.865417,0.849294,0.919882,0.796442,0.827778,0.875,0,0.001,0,0,0,0,26966,32352,4812,87.5,16.666667,?
CleanData,6,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,30,10,0,75,25,0,0.683294,0.087803,0.285466,33.460368,78.687242,95.556161,81.11624,14.439921,2.388904,2.027906,0.360998,66.406511,1.660163,2794.306773,0.7,7,0.1,3,0.9,27,0.3,3,0.7,0.7,0.7,0.6,0.8,0.565,0.75,0.062338,0.937662,0.25,0.778531,0.75,0.754917,0.697243,0.843831,0.634416,0.737785,0.75,0,0.001,0,0,0,0,26966,32352,4812,75,16.666667,?
CleanData,6,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,31,9,0,77.5,22.5,0,0.713147,0.079662,0.270831,30.357679,74.653007,95.556161,73.11624,22.439921,2.388904,1.827906,0.560998,68.810477,1.720262,2895.462815,0.6,6,0.033333,1,0.966667,29,0.4,4,0.857143,0.6,0.705882,0.645777,0.783333,0.614286,0.775,0.061003,0.938997,0.225,0.785238,0.775,0.76333,0.719819,0.856999,0.647649,0.743359,0.775,0.001,0,0,0,0,0,26966,32352,4812,77.5,16.666667,?
CleanData,7,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,363,41,39,2,0,95.121951,4.878049,0,0.93702,0.022295,0.126329,8.544385,35.043095,96.488096,17.137296,79.350799,2.353368,0.417983,1.935385,89.797332,2.190179,3772.381147,0.909091,10,0.033333,1,0.966667,29,0.090909,1,0.909091,0.909091,0.909091,0.875758,0.937879,0.850837,0.95122,0.020267,0.979733,0.04878,0.952962,0.95122,0.950316,0.935268,0.965476,0.915917,0.960157,0.95122,0.001,0,0,0,0,0,26881,32267,4897,95.121951,16.666667,?
CleanData,7,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,363,41,33,8,0,80.487805,19.512195,0,0.75264,0.06995,0.252218,26.807559,69.964274,96.488096,65.103417,31.384679,2.353368,1.587888,0.76548,73.933607,1.803259,3105.946877,0.636364,7,0.033333,1,0.966667,29,0.363636,4,0.875,0.636364,0.736842,0.674208,0.801515,0.654379,0.804878,0.04163,0.95837,0.195122,0.840447,0.804878,0.802863,0.768376,0.881624,0.712473,0.783724,0.804878,0,0,0,0,0,0,26881,32267,4897,80.487805,16.666667,?
CleanData,7,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,363,41,28,13,0,68.292683,31.707317,0,0.584891,0.109662,0.321444,42.026871,89.167355,96.488096,105.075184,-8.587088,2.353368,2.562809,-0.209441,56.426017,1.376244,2370.453951,0.727273,8,0.1,3,0.9,27,0.272727,3,0.727273,0.727273,0.727273,0.627273,0.813636,0.602096,0.682927,0.091786,0.908214,0.317073,0.685366,0.682927,0.675561,0.601783,0.795571,0.543037,0.613941,0.682927,0,0.001,0,0,0,0,26881,32267,4897,68.292683,16.666667,?
CleanData,7,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,363,41,35,6,0,85.365854,14.634146,0,0.8125,0.054065,0.218469,20.719835,60.602579,96.488096,49.11471,47.373386,2.353368,1.19792,1.155448,79.276071,1.933563,3330.383515,0.909091,10,0.1,3,0.9,27,0.090909,1,0.769231,0.909091,0.833333,0.770378,0.904545,0.723691,0.853659,0.03549,0.96451,0.146341,0.885241,0.853659,0.838832,0.822087,0.909084,0.773082,0.833737,0.853659,0.001,0,0,0,0,0,26881,32267,4897,85.365854,16.666667,?
CleanData,7,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,33,7,0,82.5,17.5,0,0.774194,0.063378,0.238884,24.268949,66.203935,94.095276,57.11624,36.979036,2.352382,1.427906,0.924476,72.593917,1.814848,3049.559119,0.818182,9,0,0,1,29,0.181818,2,1,0.818182,0.9,0.874869,0.909091,0.868182,0.825,0.047636,0.952364,0.175,0.842083,0.825,0.8225,0.787982,0.888682,0.724494,0.794974,0.825,0,0.001,0,0,0,0,26966,32352,4812,82.5,16.666667,?
CleanData,7,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,27,13,0,67.5,32.5,0,0.577579,0.112229,0.325448,42.897298,90.011308,95.166933,105.11624,-9.949307,2.379173,2.627906,-0.248733,54.164616,1.354115,2278.087096,0.636364,7,0.103448,3,0.896552,26,0.363636,4,0.7,0.636364,0.666667,0.549532,0.766458,0.545455,0.675,0.094046,0.905954,0.325,?,0.675,?,?,0.790477,0.529375,?,0.675,0.001,0,0,0.01,0,10,26966,32352,4812,67.5,16.666667,?
CleanData,7,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,31,9,0,77.5,22.5,0,0.715415,0.079662,0.270831,30.30306,74.503437,96.627818,73.11624,23.511578,2.415695,1.827906,0.587789,68.649949,1.716249,2892.160172,0.7,7,0.1,3,0.9,27,0.3,3,0.7,0.7,0.7,0.6,0.8,0.565,0.775,0.053903,0.946097,0.225,0.779167,0.775,0.770714,0.721216,0.860549,0.659286,0.731349,0.775,0,0.001,0,0,0,0,26966,32352,4812,77.5,16.666667,?
CleanData,7,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,36,4,0,90,10,0,0.873618,0.038953,0.180667,14.803577,49.647553,96.980416,33.11624,63.864176,2.42451,0.827906,1.596604,85.002855,2.125071,3582.601641,1,10,0.1,3,0.9,27,0,0,0.769231,1,0.869565,0.83205,0.95,0.769231,0.9,0.027778,0.972222,0.1,0.922308,0.9,0.893237,0.880112,0.936111,0.841058,0.89694,0.9,0,0,0,0,0,0,26966,32352,4812,90,16.666667,?
CleanData,7,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,29,11,0,72.5,27.5,0,0.651347,0.095945,0.299387,36.679539,82.818618,94.770263,89.11624,5.654023,2.369257,2.227906,0.141351,62.871258,1.571781,2643.213141,0.818182,9,0.137931,4,0.862069,25,0.181818,2,0.692308,0.818182,0.75,0.648501,0.840125,0.616434,0.725,0.063071,0.936929,0.275,0.765385,0.725,0.731726,0.674358,0.830964,0.615144,0.695635,0.725,0,0.001,0,0,0,0,26966,32352,4812,72.5,16.666667,?
CleanData,7,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,34,6,0,85,15,0,0.807692,0.055236,0.221188,21.116673,61.186469,94.770263,49.11624,45.654023,2.369257,1.227906,1.141351,76.271318,1.906783,3206.57416,0.818182,9,0.068966,2,0.931034,27,0.181818,2,0.818182,0.818182,0.818182,0.749216,0.874608,0.719421,0.85,0.042915,0.957085,0.15,0.86875,0.85,0.85119,0.815413,0.903542,0.768049,0.828824,0.85,0,0,0,0,0,0,26966,32352,4812,85,16.666667,?
CleanData,8,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,363,41,33,8,0,80.487805,19.512195,0,0.754123,0.06995,0.252218,26.697101,69.639691,97.459218,65.103417,32.355801,2.377054,1.587888,0.789166,74.303443,1.812279,3124.928607,0.727273,8,0.1,3,0.9,27,0.272727,3,0.727273,0.727273,0.727273,0.627273,0.813636,0.602096,0.804878,0.042513,0.957487,0.195122,0.813937,0.804878,0.801638,0.759592,0.881182,0.706052,0.762114,0.804878,0,0,0,0,0,0,26881,32267,4897,80.487805,16.666667,?
CleanData,8,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,363,41,34,7,0,82.926829,17.073171,0,0.785501,0.062008,0.235947,23.529259,64.72714,99.669371,57.109063,42.560307,2.43096,1.392904,1.038056,79.85883,1.947776,3366.994458,0.8,8,0.096774,3,0.903226,28,0.2,2,0.727273,0.8,0.761905,0.681583,0.851613,0.630599,0.829268,0.046376,0.953624,0.170732,0.8398,0.829268,0.831665,0.787052,0.891446,0.734695,0.84506,0.829268,0,0.001,0,0.01,0,10,26881,32267,4897,82.926829,16.666667,?
CleanData,8,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,363,41,32,9,0,78.04878,21.95122,0,0.721929,0.077892,0.2675,29.556925,73.382842,99.669371,73.09777,26.571601,2.43096,1.782872,0.648088,70.487565,1.719209,2971.884777,0.9,9,0.096774,3,0.903226,28,0.1,1,0.75,0.9,0.818182,0.758104,0.901613,0.69939,0.780488,0.053151,0.946849,0.219512,0.789431,0.780488,0.769392,0.729919,0.863668,0.657049,0.723187,0.780488,0,0,0,0,0,0,26881,32267,4897,78.04878,16.666667,?
CleanData,8,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,363,41,31,10,0,75.609756,24.390244,0,0.696071,0.085835,0.281955,32.671825,77.616172,98.883473,81.092124,17.791349,2.411792,1.977857,0.433935,70.451308,1.718325,2967.722794,0.545455,6,0.066667,2,0.933333,28,0.454545,5,0.75,0.545455,0.631579,0.535301,0.739394,0.531042,0.756098,0.050229,0.949771,0.243902,0.817627,0.756098,0.763438,0.723312,0.852934,0.665535,0.749509,0.756098,0,0.001,0,0,0,0,26881,32267,4897,75.609756,16.666667,?
CleanData,8,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,32,8,0,80,20,0,0.735537,0.07152,0.255358,27.502849,71.108036,93.124154,65.11624,28.007914,2.328104,1.627906,0.700198,67.398679,1.684967,2828.205861,0.909091,10,0.103448,3,0.896552,26,0.090909,1,0.769231,0.909091,0.833333,0.768041,0.902821,0.724301,0.8,0.064077,0.935923,0.2,0.818443,0.8,0.788889,0.74845,0.867962,0.676742,0.723906,0.8,0,0,0,0,0,0,26966,32352,4812,80,16.666667,?
CleanData,8,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,31,9,0,77.5,22.5,0,0.70346,0.079662,0.270831,30.633754,75.416745,93.124154,73.11624,20.007914,2.328104,1.827906,0.500198,65.965546,1.649139,2768.06825,0.727273,8,0.068966,2,0.931034,27,0.272727,3,0.8,0.727273,0.761905,0.678834,0.829154,0.656818,0.775,0.077124,0.922876,0.225,0.775417,0.775,0.76455,0.705801,0.848938,0.647917,0.71542,0.775,0,0.001,0,0,0,0,26966,32352,4812,77.5,16.666667,?
CleanData,8,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,33,7,0,82.5,17.5,0,0.777601,0.063378,0.238884,24.355069,66.468764,93.446542,57.11624,36.330303,2.336164,1.427906,0.908258,73.239313,1.830983,3074.429209,0.727273,8,0.034483,1,0.965517,28,0.272727,3,0.888889,0.727273,0.8,0.74079,0.846395,0.721465,0.825,0.029589,0.970411,0.175,0.840159,0.825,0.827085,0.791945,0.897705,0.744921,0.775527,0.825,0,0.001,0,0,0,0,26966,32352,4812,82.5,16.666667,?
CleanData,8,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,32,8,0,80,20,0,0.74047,0.07152,0.255358,27.483806,71.052385,93.446542,65.11624,28.330303,2.336164,1.627906,0.708258,69.157348,1.728934,2903.077051,0.818182,9,0.034483,1,0.965517,28,0.181818,2,0.9,0.818182,0.857143,0.808135,0.89185,0.786364,0.8,0.055415,0.944585,0.2,0.8325,0.8,0.785599,0.751389,0.872293,0.689375,0.732852,0.8,0,0,0,0,0,0,26966,32352,4812,80,16.666667,?
CleanData,8,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,36,4,0,90,10,0,0.872102,0.038953,0.180667,14.891527,49.977277,94.770263,33.11624,61.654023,2.369257,0.827906,1.541351,82.601777,2.065044,3472.717269,0.818182,9,0.034483,1,0.965517,28,0.181818,2,0.9,0.818182,0.857143,0.808135,0.89185,0.786364,0.9,0.029021,0.970979,0.1,0.906566,0.9,0.899813,0.874874,0.93549,0.838709,0.907253,0.9,0,0.001,0,0,0,0,26966,32352,4812,90,16.666667,?
CleanData,8,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,29,11,0,72.5,27.5,0,0.641694,0.095945,0.299387,36.679539,82.818618,94.770263,89.11624,5.654023,2.369257,2.227906,0.141351,59.024199,1.475605,2481.47635,0.909091,10,0.034483,1,0.965517,28,0.090909,1,0.909091,0.909091,0.909091,0.874608,0.937304,0.851446,0.725,0.071434,0.928566,0.275,?,0.725,?,?,0.826783,0.601916,?,0.725,0,0,0,0,0,0,26966,32352,4812,72.5,16.666667,?
CleanData,9,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,363,41,26,15,0,63.414634,36.585366,0,0.528012,0.125547,0.345269,47.916343,95.3322,97.459218,121.063891,-23.604673,2.377054,2.952778,-0.575724,51.55115,1.257345,2168.0511,0.727273,8,0.166667,5,0.833333,25,0.272727,3,0.615385,0.727273,0.666667,0.533782,0.780303,0.520723,0.634146,0.097035,0.902965,0.365854,?,0.634146,?,?,0.768556,0.521648,?,0.634146,0,0.001,0,0,0,0,26881,32267,4897,63.414634,16.666667,?
CleanData,9,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,363,41,31,10,0,75.609756,24.390244,0,0.68143,0.085835,0.281955,32.723969,77.755494,98.208486,81.092124,17.116362,2.395329,1.977857,0.417472,66.525913,1.622583,2800.143568,0.909091,10,0.133333,4,0.866667,26,0.090909,1,0.714286,0.909091,0.8,0.724832,0.887879,0.673741,0.756098,0.078018,0.921982,0.243902,0.75993,0.756098,0.732288,0.689362,0.83904,0.622104,0.693386,0.756098,0,0.001,0,0,0,0,26881,32267,4897,75.609756,16.666667,?
CleanData,9,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,363,41,33,8,0,80.487805,19.512195,0,0.75057,0.06995,0.252218,26.667948,69.554716,98.208486,65.103417,33.105069,2.395329,1.587888,0.807441,71.847698,1.752383,3024.14293,0.909091,10,0.066667,2,0.933333,28,0.090909,1,0.833333,0.909091,0.869565,0.820348,0.921212,0.781966,0.804878,0.04655,0.95345,0.195122,0.821659,0.804878,0.77943,0.759675,0.879164,0.702187,0.740642,0.804878,0,0.001,0,0,0,0,26881,32267,4897,80.487805,16.666667,?
CleanData,9,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,363,41,30,11,0,73.170732,26.829268,0,0.659623,0.093777,0.295704,35.695011,81.401086,98.883473,89.086477,9.796996,2.411792,2.172841,0.238951,63.071971,1.538341,2656.872286,0.909091,10,0.066667,2,0.933333,28,0.090909,1,0.833333,0.909091,0.869565,0.820348,0.921212,0.781966,0.731707,0.052952,0.947048,0.268293,0.721951,0.731707,0.721448,0.674708,0.839378,0.609588,0.626325,0.731707,0,0.001,0,0,0,0,26881,32267,4897,73.170732,16.666667,?
CleanData,9,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,37,3,0,92.5,7.5,0,0.904153,0.030811,0.156521,11.778954,43.29781,94.770263,25.11624,69.654023,2.369257,0.627906,1.741351,84.996418,2.12491,3573.392,0.909091,10,0.034483,1,0.965517,28,0.090909,1,0.909091,0.909091,0.909091,0.874608,0.937304,0.851446,0.925,0.022975,0.977025,0.075,0.93,0.925,0.922222,0.902894,0.951013,0.874981,0.896886,0.925,0,0,0,0,0,0,26966,32352,4812,92.5,16.666667,?
CleanData,9,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,33,7,0,82.5,17.5,0,0.778306,0.063378,0.238884,24.229246,66.081858,94.770263,57.11624,37.654023,2.369257,1.427906,0.941351,74.626391,1.86566,3137.418652,0.818182,9,0.034483,1,0.965517,28,0.181818,2,0.9,0.818182,0.857143,0.808135,0.89185,0.786364,0.825,0.037479,0.962521,0.175,0.835119,0.825,0.822413,0.786262,0.89376,0.732202,0.801623,0.825,0,0.001,0,0,0,0,26966,32352,4812,82.5,16.666667,?
CleanData,9,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,30,10,0,75,25,0,0.678973,0.087803,0.285466,33.601684,79.059807,94.585039,81.11624,13.468799,2.364626,2.027906,0.33672,65.615774,1.640394,2757.996344,0.9,9,0.133333,4,0.866667,26,0.1,1,0.692308,0.9,0.782609,0.708784,0.883333,0.648077,0.75,0.070153,0.929847,0.25,0.77141,0.75,0.751208,0.690163,0.839924,0.640353,0.752657,0.75,0,0,0,0,0,0,26966,32352,4812,75,16.666667,?
CleanData,9,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,32,8,0,80,20,0,0.745426,0.07152,0.255358,27.370099,70.721202,94.585039,65.11624,29.468799,2.364626,1.627906,0.73672,70.38838,1.75971,2958.601019,0.9,9,0.1,3,0.9,27,0.1,1,0.75,0.9,0.818182,0.755929,0.9,0.7,0.8,0.04127,0.95873,0.2,0.841667,0.8,0.803977,0.770259,0.879365,0.710417,0.757828,0.8,0,0.001,0,0,0,0,26966,32352,4812,80,16.666667,?
CleanData,9,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,28,12,0,70,30,0,0.615076,0.104087,0.312689,39.998753,87.004717,93.446542,97.11624,-3.669697,2.336164,2.427906,-0.091742,56.624153,1.415604,2376.960422,0.727273,8,0.034483,1,0.965517,28,0.272727,3,0.888889,0.727273,0.8,0.74079,0.846395,0.721465,0.7,0.058729,0.941271,0.3,0.730516,0.7,0.706111,0.650982,0.820636,0.597421,0.601852,0.7,0,0,0,0,0,0,26966,32352,4812,70,16.666667,?
CleanData,9,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,364,40,27,13,0,67.5,32.5,0,0.578947,0.112229,0.325448,43.12749,90.554766,93.446542,105.11624,-11.669697,2.336164,2.627906,-0.291742,57.532775,1.438319,2415.10244,0.363636,4,0.068966,2,0.931034,27,0.636364,7,0.666667,0.363636,0.470588,0.368483,0.647335,0.417424,0.675,0.100719,0.899281,0.325,0.679412,0.675,0.652745,0.576785,0.78714,0.535098,0.664542,0.675,0,0.001,0,0,0,0,26966,32352,4812,67.5,16.666667,?
CleanData,10,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 30.0\" -S 1 -W weka.classifiers.lazy.IBk -- -K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-4523450618538717400,20181008.114,363,41,32,9,0,78.04878,21.95122,0,0.716154,0.077892,0.2675,29.728421,73.859275,97.459218,73.09777,24.361448,2.377054,1.782872,0.594182,67.374659,1.643284,2833.529499,0.818182,9,0.1,3,0.9,27,0.181818,2,0.75,0.818182,0.782609,0.699362,0.859091,0.662417,0.780488,0.058011,0.941989,0.219512,?,0.780488,?,?,0.861239,0.65312,?,0.780488,0,0,0,0,0,0,26881,32267,4897,78.04878,16.666667,?
